                                          POR        JAN   FEB   MAR   APR   MAY   JUN   JUL   AUG   SEP   OCT   NOV   DEC   ANN
93814,CINCINNATI,OH                   ,194801-201512,-25,-15,-11,15,27,39,47,43,31,16,0,-20,-25
14820,CLEVELAND,OH                    ,193805-201512,-20,-17,-5,10,25,31,41,38,32,19,3,-15,-20
14821,COLUMBUS,OH                     ,194801-201512,-22,-13,-6,14,25,35,43,39,31,17,-4,-17,-22
93815,DAYTON,OH                       ,194801-201512,-25,-16,-7,15,26,40,44,40,32,21,-2,-20,-25
14891,MANSFIELD,OH                    ,194812-201512,-22,-11,-6,8,25,37,43,40,33,20,2,-17,-22
94830,TOLEDO,OH                       ,195501-201512,-20,-19,-6,8,25,32,40,34,26,15,2,-19,-20
14852,YOUNGSTOWN,OH                   ,193408-201512,-22,-16,-10,11,24,30,40,32,27,20,1,-12,-22
13967,OKLAHOMA CITY,OK                ,194801-201512,-4,-5,1,20,32,47,53,50,36,16,11,-8,-8
13968,TULSA,OK                        ,193812-201512,-6,-12,-3,22,35,49,51,50,35,18,10,-8,-12
94224,ASTORIA,OR                      ,195302-201512,11,9,22,29,30,37,39,39,33,26,15,6,6
94185,BURNS,OR                        ,197306-201512,-27,-28,-14,10,13,21,25,22,17,-7,-15,-30,-30
24221,EUGENE,OR                       ,193806-201512,-4,-3,20,27,28,32,39,38,31,17,12,-10,-10
24225,MEDFORD,OR                      ,192801-201512,-3,6,16,21,28,31,38,39,29,18,10,-6,-6
24155,PENDLETON,OR                    ,192801-201512,-22,-18,1,18,25,35,38,40,29,11,-12,-19,-22
24229,PORTLAND,OR                     ,193804-201512,-2,-3,19,29,29,39,43,44,34,26,13,6,-3
24232,SALEM,OR                        ,189301-201512,-10,-4,12,23,25,32,35,30,26,19,9,-5,-10
24235,SEXTON SUMMIT,OR                ,194801-201512,-2,3,15,19,22,27,36,38,30,20,11,-4,-4
14737,ALLENTOWN,PA                    ,194801-201512,-15,-8,-1,16,29,39,46,41,31,21,11,-8,-15
14860,ERIE,PA                         ,192601-201512,-18,-18,-9,12,26,32,44,37,33,24,6,-6,-18
14711,MIDDLETOWN/HARRISBURG,PA        ,194101-201512,-22,-6,-1,24,31,42,46,44,33,26,15,-9,-22
13739,PHILADELPHIA,PA                 ,194801-201512,-7,-4,7,19,28,44,51,44,35,25,15,1,-7
94823,PITTSBURGH,PA                   ,194801-201512,-22,-12,-5,14,26,34,42,39,31,16,-1,-12,-22
14777,AVOCA,PA                        ,194901-201512,-21,-16,-4,14,27,34,43,38,29,19,9,-9,-21
14778,WILLIAMSPORT,PA                 ,194805-201512,-20,-13,-2,15,28,36,43,38,30,20,8,-15,-20
14765,PROVIDENCE,RI                   ,194801-201512,-13,-7,1,14,29,41,48,40,32,20,6,-10,-13
13782,CHARLESTON,SC                   ,189301-201511,10,7,22,36,45,52,61,59,50,37,17,12,7
13883,COLUMBIA,SC                     ,194801-201512,-1,5,4,26,34,44,54,53,40,23,12,4,-1
03870,GREENVILLE-SPARTANBURG,SC       ,196211-201512,-6,8,11,24,31,40,54,52,36,25,12,5,-6
14929,ABERDEEN,SD                     ,189301-201512,-46,-46,-32,-2,13,28,35,30,11,-6,-27,-39,-46
14936,HURON,SD                        ,188107-201512,-43,-41,-25,-2,16,31,37,33,18,-6,-28,-34,-43
24090,RAPID CITY,SD                   ,194805-201512,-27,-31,-21,1,18,31,39,38,18,-2,-19,-30,-31
14944,SIOUX FALLS,SD                  ,193201-201512,-36,-31,-23,4,17,33,38,34,22,9,-17,-28,-36
13877,BRISTOL-JHNSN CTY-KNGSPRT,TN    ,193710-201512,-21,-15,-2,21,30,38,45,43,33,20,5,-9,-21
13882,CHATTANOOGA,TN                  ,193804-201512,-13,1,8,25,34,41,51,50,36,22,4,-2,-13
13891,KNOXVILLE,TN                    ,191001-201512,-24,-8,1,22,32,43,49,49,36,24,5,-6,-24
13893,MEMPHIS,TN                      ,194002-201512,-4,-11,12,28,36,48,52,48,36,25,9,-13,-13
13897,NASHVILLE,TN                    ,194801-201512,-17,-13,2,23,34,42,54,49,36,26,-1,-10,-17
03841,OAK RIDGE,TN                    ,194808-201511,-17,-13,1,20,30,39,49,50,33,21,0,-7,-17
13962,ABILENE,TX                      ,194801-201512,-1,-7,9,25,33,47,57,50,38,23,14,-7,-7
23047,AMARILLO,TX                     ,194701-201512,-11,-14,-3,17,27,41,51,48,30,12,0,-8,-14
13958,AUSTIN,TX                       ,193806-201512,-2,7,18,31,43,53,62,60,41,30,20,4,-2
12919,BROWNSVILLE,TX                  ,189812-201512,19,22,28,37,50,56,62,62,51,35,27,15,15
12924,CORPUS CHRISTI,TX               ,194801-201512,14,18,24,33,47,58,64,64,52,28,27,13,13
13960,DALLAS,TX                       ,193908-201512,0,7,11,31,39,53,60,56,36,27,17,1,0
22010,DEL RIO,TX                      ,195105-201512,15,14,21,33,45,55,64,64,48,28,22,10,10
23044,EL PASO,TX                      ,194707-201512,-8,1,14,23,31,46,57,56,42,25,1,5,-8
